mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,sticker_num
60696-15,мод. WS200-UMB,106.0520.0811.232,2024-06-25T00:00:00Z,С-В/26-06-2023/257093604,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-257093604,2023-06-26T00:00:00Z,1774960443956133893,
60696-15,мод. WS200-UMB,118.0520.0811.232,2024-06-25T00:00:00Z,С-В/26-06-2023/257093605,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-257093605,2023-06-26T00:00:00Z,1774960443956133896,
60696-15,мод. WS100-UMB,023.1219.1510.021,2024-06-25T00:00:00Z,С-В/26-06-2023/257093606,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-257093606,2023-06-26T00:00:00Z,1774960443956133899,
60696-15,мод. WS100-UMB,024.1219.1510.021,2024-06-25T00:00:00Z,С-В/26-06-2023/257093607,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-257093607,2023-06-26T00:00:00Z,1774960443956133902,
60696-15,мод. WS100-UMB,008.0520.1510.022,2024-06-25T00:00:00Z,С-В/26-06-2023/257093608,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-257093608,2023-06-26T00:00:00Z,1774960443956133904,
41440-09,модель ПромЭкоЛаб ПЭ-5400В,VEC 1001052,2024-06-21T00:00:00Z,С-ВД/22-06-2023/256987890,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""МУРМАНСКИЙ ЦСМ""",True,1-256987890,2023-06-22T00:00:00Z,1774961166845476874,
60696-15,WS510 – UMB,257.0618.0812.226,2024-06-19T00:00:00Z,С-ТТ/21-06-2023/257159043,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""РОСТЕСТ-МОСКВА""",True,1-257377537,2023-06-20T00:00:00Z,1774960474175045644,
60696-15,мод. WS500-UMB,417.0219.0813.228,2024-06-15T00:00:00Z,С-В/16-06-2023/256176076,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256176076,2023-06-16T00:00:00Z,1774960479733547014,
41440-09,мод. WS500-UMB,058.1112.0813.033,2024-06-15T00:00:00Z,С-В/16-06-2023/256176075,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256176075,2023-06-16T00:00:00Z,1774961226214801414,
60696-15,WS500-UMB,001.0520.0813.232,2024-06-12T00:00:00Z,С-ВИУ/13-06-2023/253987572,Пригодно,WS-UMB,Станции погодные автоматические,2023,ФГБУ «Башкирское УГМС»,True,1-253987572,2023-06-13T00:00:00Z,1774960375555424265,
60696-15,WS500-UMB,074.0520.0813.232,2024-06-12T00:00:00Z,С-ВИУ/13-06-2023/254035656,Пригодно,WS-UMB,Станции погодные автоматические,2023,ФГБУ «Башкирское УГМС»,True,1-254035656,2023-06-13T00:00:00Z,1774960382683643915,
60696-15,мод. WS500-UMB,245.1015.0813.211,2024-06-12T00:00:00Z,С-В/13-06-2023/255020503,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-255020503,2023-06-13T00:00:00Z,1774960335706390543,
60696-15,мод. WS500-UMB,314.1119.0813.230,2024-06-01T00:00:00Z,С-В/02-06-2023/252149486,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-252149486,2023-06-02T00:00:00Z,1774960379753922573,
60696-15,WS500-UMB,035.1120.0813.237,2024-05-31T00:00:00Z,С-БТЦ/01-06-2023/251031785,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГБУ ""ЦЕНТРАЛЬНОЕ УГМС""",True,1-251031785,2023-06-01T00:00:00Z,1774960375695933449,
60696-15,мод. WS500-UMB,204.0621.0813.238,2024-05-28T00:00:00Z,С-В/29-05-2023/250718329,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-250718329,2023-05-29T00:00:00Z,1774960352007553039,
60696-15,модификация WS500 – UMB,064.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248275444,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248275444,2023-05-19T00:00:00Z,1774960293862965257,
60696-15,модификация WS500 – UMB,367.0920.0813.236,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216852,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216852,2023-05-19T00:00:00Z,1774960286143348749,
60696-15,модификация WS500 – UMB,033.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216853,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216853,2023-05-19T00:00:00Z,1774960286143348752,
60696-15,модификация WS500 – UMB,065.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216855,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216855,2023-05-19T00:00:00Z,1774960286144397317,
60696-15,модификация WS500 – UMB,050.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216856,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216856,2023-05-19T00:00:00Z,1774960286144397322,
60696-15,модификация WS500 – UMB,054.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216857,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216857,2023-05-19T00:00:00Z,1774960286144397325,
60696-15,модификация WS500 – UMB,052.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216858,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216858,2023-05-19T00:00:00Z,1774960286144397326,
60696-15,модификация WS500 – UMB,057.1118.0813.226,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216859,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216859,2023-05-19T00:00:00Z,1774960286144397329,
60696-15,модификация WS500 – UMB,411.0620.0813.232,2024-05-18T00:00:00Z,С-БЯ/19-05-2023/248216860,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-248216860,2023-05-19T00:00:00Z,1774960286145445888,
60696-15,WS500-UMB,547.0821.0813.238,2024-05-16T00:00:00Z,С-МА/17-05-2023/247164356,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""РОСТЕСТ-МОСКВА""",True,1-247164356,2023-05-17T00:00:00Z,1774960328534130694,
41440-09,WS600-UMB,149.1011.0701.025,2024-05-14T00:00:00Z,С-В/15-05-2023/246560995,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246560995,2023-05-15T00:00:00Z,1774961013748137993,
60696-15,WS200-UMB,043.0917.0811.224,2024-05-14T00:00:00Z,С-В/15-05-2023/247489142,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-247489142,2023-05-15T00:00:00Z,1774960217479446538,
60696-15,WS200-UMB,017.0917.0811.224,2024-05-14T00:00:00Z,С-В/15-05-2023/247489143,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-247489143,2023-05-15T00:00:00Z,1774960217480495116,
60696-15,WS600-UMB,320.0120.0701.231,2024-05-10T00:00:00Z,С-В/11-05-2023/248835759,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-248835759,2023-05-11T00:00:00Z,1774960248744837135,
60696-15,WS600-UMB,386.1220.0701.237,2024-05-10T00:00:00Z,С-В/11-05-2023/248835760,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-248835760,2023-05-11T00:00:00Z,1774960248744837136,
60696-15,WS500-UMB,080.0919.0813.230,2024-05-04T00:00:00Z,С-БТЦ/05-05-2023/244239251,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГБУ ""ЦЕНТРАЛЬНОЕ УГМС""",True,1-244239251,2023-05-05T00:00:00Z,1774960919725473797,
60696-15,WS500-UMB,465.0221.0813.237,2024-05-04T00:00:00Z,С-БТЦ/05-05-2023/244239253,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГБУ ""ЦЕНТРАЛЬНОЕ УГМС""",True,1-244239253,2023-05-05T00:00:00Z,1774960919725473804,
60696-15,WS500-UMB,399.0521.0813.238,2024-05-04T00:00:00Z,С-БТЦ/05-05-2023/244239255,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГБУ ""ЦЕНТРАЛЬНОЕ УГМС""",True,1-244239255,2023-05-05T00:00:00Z,1774960919726522377,
60696-15,WS-UMB,445.1018.08.13.226,2024-05-03T00:00:00Z,С-ДИЭ/04-05-2023/243541997,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ООО ""ИНЭКС СЕРТ""",True,1-243541997,2023-05-04T00:00:00Z,1774960237525073925,
60696-15,WS500-UMB,038.0116.0813.211,2024-05-03T00:00:00Z,С-В/04-05-2023/243656765,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-243656765,2023-05-04T00:00:00Z,1774960242302386183,
60696-15,WS600-UMB,062.0618.0701.226,2024-05-03T00:00:00Z,С-В/04-05-2023/243658027,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-243658027,2023-05-04T00:00:00Z,1774960242327552005,
60696-15,WS500-UMB,602.0219.0813.229,2024-04-23T00:00:00Z,С-В/24-04-2023/241811572,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-248498030,2023-04-24T00:00:00Z,1774960309186854919,
60696-15,WS500-UMB,172.1120.0813.237,2024-04-23T00:00:00Z,С-В/24-04-2023/241811565,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241811565,2023-04-24T00:00:00Z,1774960217540263949,
60696-15,WS500-UMB,386.0321.0813.237,2024-04-23T00:00:00Z,С-В/24-04-2023/241811566,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241811566,2023-04-24T00:00:00Z,1774960217540263951,
41440-09,WS600-UMB,026.0414.0701.039,2024-04-19T00:00:00Z,С-В/20-04-2023/243011219,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-243011219,2023-04-20T00:00:00Z,1774961666263351308,
60696-15,WS600-UMB,ПС1.1480,2024-04-18T00:00:00Z,С-В/18-04-2023/240581521,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-240581521,2023-04-18T00:00:00Z,1774960872991490060,
60696-15,WS500-UMB,227.0617.0813.224,2024-04-13T00:00:00Z,С-В/14-04-2023/240265696,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-245396906,2023-04-14T00:00:00Z,1774960295252328454,
60696-15,WS500-UMB,272.0918.0813.226,2024-04-09T00:00:00Z,С-В/10-04-2023/240257013,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-240257013,2023-04-10T00:00:00Z,1774960810314956802,
60696-15,модификация WS500-UMB,058.1118.0813.226,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817256,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817256,2023-04-07T00:00:00Z,1774960840771895301,
60696-15,модификация WS500-UMB,375.0920.0813.236,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817258,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817258,2023-04-07T00:00:00Z,1774960840771895304,
60696-15,модификация WS500-UMB,371.0920.0813.236,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817259,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817259,2023-04-07T00:00:00Z,1774960840771895305,
60696-15,модификация WS500-UMB,368.0920.0813.236,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817260,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817260,2023-04-07T00:00:00Z,1774960840771895306,
60696-15,модификация WS500-UMB,055.1118.0813.226,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817263,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817263,2023-04-07T00:00:00Z,1774960840771895308,
60696-15,модификация WS500-UMB,043.1118.0813.226,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237817264,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237817264,2023-04-07T00:00:00Z,1774960840771895309,
60696-15,модификация WS500-UMB,168.0920.0813.236,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237524953,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237524953,2023-04-07T00:00:00Z,1774960816573906946,
60696-15,модификация WS500-UMB,055.1118.0813.226,2024-04-06T00:00:00Z,С-БЯ/07-04-2023/237524952,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФБУ ""САМАРСКИЙ ЦСМ""",True,1-237564944,2023-04-07T00:00:00Z,1774871714566504450,
41440-09,WS500-UMB,414.0714.0813.039,2024-04-03T00:00:00Z,С-В/04-04-2023/237551408,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238944924,2023-04-04T00:00:00Z,1774871939417899012,
60696-15,WS600-UMB,164.0818.0701.226,2024-04-03T00:00:00Z,С-В/04-04-2023/237544268,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-237544268,2023-04-04T00:00:00Z,1774871711963938818,
60696-15,WS600-UMB,007.0818.0701.226,2024-04-03T00:00:00Z,С-В/04-04-2023/237544269,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-237544269,2023-04-04T00:00:00Z,1774871711963938819,
41440-09,WS500-UMB,415.0714.0813.039,2024-04-03T00:00:00Z,С-В/04-04-2023/238576713,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238576713,2023-04-04T00:00:00Z,1774873393414275073,
41440-09,WS600-UMB,125.0913.0701.035,2024-04-03T00:00:00Z,С-В/04-04-2023/237551407,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-237551407,2023-04-04T00:00:00Z,1774873260539772938,
60696-15,WS600-UMB,275.0118.0701.224,2024-04-02T00:00:00Z,С-В/03-04-2023/247864375,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-247864375,2023-04-03T00:00:00Z,1774870583967744011,
60696-15,WS500-UMB,313.1119.0813.230,2024-04-02T00:00:00Z,С-В/03-04-2023/247864376,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-247864376,2023-04-03T00:00:00Z,1774870583968792576,
60696-15,WS500-UMB,311.1119.0813.230,2024-04-02T00:00:00Z,С-В/03-04-2023/247864377,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-247864377,2023-04-03T00:00:00Z,1774870583968792578,
