mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_
76239-19,СОКОЛ-М1,MSL2208000910,2024-08-30T00:00:00Z,С-ВАМ/31-08-2022/183557292,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-183557292,2022-08-31T00:00:00Z,1774881731285876736
76239-19,СОКОЛ-М1,MSL2208000929,2024-08-30T00:00:00Z,С-ВАМ/31-08-2022/183560224,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-183560224,2022-08-31T00:00:00Z,1774881731290071043
76239-19,СОКОЛ-М1,MSL2208000897,2024-08-30T00:00:00Z,С-ВАМ/31-08-2022/183560394,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-183560394,2022-08-31T00:00:00Z,1774881731291119618
76239-19,СОКОЛ-М1,MSL2208000905,2024-08-30T00:00:00Z,С-ВАМ/31-08-2022/183560528,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-183560528,2022-08-31T00:00:00Z,1774881731291119619
76239-19,СОКОЛ-М1,MSL2007000425,2024-08-24T00:00:00Z,С-ВАМ/25-08-2022/181099036,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-181099036,2022-08-25T00:00:00Z,1774881638387286020
76239-19,СОКОЛ-М1,MSL2007000432,2024-08-24T00:00:00Z,С-ВАМ/25-08-2022/181099037,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-181099037,2022-08-25T00:00:00Z,1774881638387286021
76239-19,СОКОЛ-М1,MSL2007000429,2024-08-24T00:00:00Z,С-ВАМ/25-08-2022/181099038,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-181099038,2022-08-25T00:00:00Z,1774881638390431744
76239-19,СОКОЛ-М1,MSL2207000880,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/181305928,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-181305928,2022-08-23T00:00:00Z,1774881643946835971
76239-19,СОКОЛ-М1,MSL2208000926,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537343,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537343,2022-08-23T00:00:00Z,1774881621243068419
76239-19,СОКОЛ-М1,MSL2208000916,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537344,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537344,2022-08-23T00:00:00Z,1774881621243068420
76239-19,СОКОЛ-М1,MSL2208000901,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537345,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537345,2022-08-23T00:00:00Z,1774881621243068421
76239-19,СОКОЛ-М1,MSL2208000917,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537346,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537346,2022-08-23T00:00:00Z,1774881621243068422
76239-19,СОКОЛ-М1,MSL2208000894,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537347,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537347,2022-08-23T00:00:00Z,1774881621244116992
76239-19,СОКОЛ-М1,MSL2208000900,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537348,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537348,2022-08-23T00:00:00Z,1774881621244116993
76239-19,СОКОЛ-М1,MSL2208000918,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537349,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537349,2022-08-23T00:00:00Z,1774881621244116994
76239-19,СОКОЛ-М1,MSL2208000930,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537350,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537350,2022-08-23T00:00:00Z,1774881621244116995
76239-19,СОКОЛ-М1,MSL2208000907,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537351,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537351,2022-08-23T00:00:00Z,1774881621244116996
76239-19,СОКОЛ-М1,MSL2208000927,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537352,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537352,2022-08-23T00:00:00Z,1774881621244116997
76239-19,СОКОЛ-М1,MSL2207000880,2024-08-22T00:00:00Z,С-ВАМ/23-08-2022/180537353,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-180537353,2022-08-23T00:00:00Z,1774881621245165568
76239-19,СОКОЛ-М1,MSL2206000853,2024-07-07T00:00:00Z,С-ВАМ/08-08-2022/176610998,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-176610998,2022-08-08T00:00:00Z,1774881484704841731
76239-19,СОКОЛ-М1,MSL2206000919,2024-07-07T00:00:00Z,С-ВАМ/08-08-2022/176610999,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-176610999,2022-08-08T00:00:00Z,1774881484707987456
76239-19,СОКОЛ-М1,MSL2206000892,2024-07-07T00:00:00Z,С-ВАМ/08-08-2022/176611001,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-176611001,2022-08-08T00:00:00Z,1774881484709036032
76239-19,СОКОЛ-М1,MSL2206000855,2024-07-07T00:00:00Z,С-ВАМ/08-08-2022/176611002,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-176611002,2022-08-08T00:00:00Z,1774881484709036033
76239-19,СОКОЛ-М1,MSL2206000889,2024-07-07T00:00:00Z,С-ВАМ/08-08-2022/176611003,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-176611003,2022-08-08T00:00:00Z,1774881484709036034
76239-19,СОКОЛ-М1,MSL0320000345,2024-07-11T00:00:00Z,С-ВАМ/12-07-2022/170178503,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-170178503,2022-07-12T00:00:00Z,1774881091080945664
76239-19,СОКОЛ-М1,MSL2105000559,2024-07-11T00:00:00Z,С-ВАМ/12-07-2022/170178508,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-170178508,2022-07-12T00:00:00Z,1774881091080945665
76239-19,СОКОЛ-М1,MSL2206000923,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821284,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821284,2022-07-04T00:00:00Z,1774880908307857410
76239-19,СОКОЛ-М1,MSL2206000856,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821285,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821285,2022-07-04T00:00:00Z,1774880908307857411
76239-19,СОКОЛ-М1,MSL2206000887,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821286,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821286,2022-07-04T00:00:00Z,1774880908307857412
76239-19,СОКОЛ-М1,MSL2206000885,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821287,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821287,2022-07-04T00:00:00Z,1774880908307857413
76239-19,СОКОЛ-М1,MSL2206000852,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821288,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821288,2022-07-04T00:00:00Z,1774880908308905984
76239-19,СОКОЛ-М1,MSL2206000890,2024-07-03T00:00:00Z,С-ВАМ/04-07-2022/167821289,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-167821289,2022-07-04T00:00:00Z,1774880908308905985
76239-19,СОКОЛ-М1,MSL2206000869,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015106,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015106,2022-06-24T00:00:00Z,1774880723907379202
76239-19,СОКОЛ-М1,MSL2206000846,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015107,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015107,2022-06-24T00:00:00Z,1774880723909476357
76239-19,СОКОЛ-М1,MSL2206000858,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015109,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015109,2022-06-24T00:00:00Z,1774880723910524928
76239-19,СОКОЛ-М1,MSL2206000868,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015111,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015111,2022-06-24T00:00:00Z,1774880723910524929
76239-19,СОКОЛ-М1,MSL2206000785,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015113,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015113,2022-06-24T00:00:00Z,1774880723910524930
76239-19,СОКОЛ-М1,MSL2206000920,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015116,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015116,2022-06-24T00:00:00Z,1774880723910524931
76239-19,СОКОЛ-М1,MSL2206000851,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015117,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015117,2022-06-24T00:00:00Z,1774880723910524932
76239-19,СОКОЛ-М1,MSL2206000921,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015120,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015120,2022-06-24T00:00:00Z,1774880723910524933
76239-19,СОКОЛ-М1,MSL2206000935,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015121,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015121,2022-06-24T00:00:00Z,1774880723911573504
76239-19,СОКОЛ-М1,MSL2206000854,2024-06-23T00:00:00Z,С-ВАМ/24-06-2022/166015123,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-166015123,2022-06-24T00:00:00Z,1774880723911573505
76239-19,СОКОЛ-М1,MSL2007000422,2024-06-20T00:00:00Z,С-ВАМ/21-06-2022/164753737,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164753737,2022-06-21T00:00:00Z,1774880614503153668
76239-19,СОКОЛ-М1,MSL2206000864,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280538,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280538,2022-06-17T00:00:00Z,1774880579268902912
76239-19,СОКОЛ-М1,MSL2206000865,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280540,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280540,2022-06-17T00:00:00Z,1774880579268902913
76239-19,СОКОЛ-М1,MSL2206000877,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280542,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280542,2022-06-17T00:00:00Z,1774880579268902914
76239-19,СОКОЛ-М1,MSL2206000786,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280543,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280543,2022-06-17T00:00:00Z,1774880579269951488
76239-19,СОКОЛ-М1,MSL2206000867,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280545,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280545,2022-06-17T00:00:00Z,1774880579269951489
76239-19,СОКОЛ-М1,MSL2206000863,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280546,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280546,2022-06-17T00:00:00Z,1774880579269951490
76239-19,СОКОЛ-М1,MSL2206000784,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280548,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280548,2022-06-17T00:00:00Z,1774880579269951491
76239-19,СОКОЛ-М1,MSL2206000860,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280549,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280549,2022-06-17T00:00:00Z,1774880579269951492
76239-19,СОКОЛ-М1,MSL2206000595,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280550,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280550,2022-06-17T00:00:00Z,1774880579269951493
76239-19,СОКОЛ-М1,MSL2206000859,2024-06-16T00:00:00Z,С-ВАМ/17-06-2022/164280552,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-164280552,2022-06-17T00:00:00Z,1774880579271000064
76239-19,СОКОЛ-М1,MSL2205000848,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675596,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675596,2022-05-26T00:00:00Z,1774882956909740032
76239-19,СОКОЛ-М1,MSL2205000847,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675597,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675597,2022-05-26T00:00:00Z,1774882956909740033
76239-19,СОКОЛ-М1,MSL2205000840,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675598,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675598,2022-05-26T00:00:00Z,1774882956909740034
76239-19,СОКОЛ-М1,MSL2205000876,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675599,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675599,2022-05-26T00:00:00Z,1774882956909740035
76239-19,СОКОЛ-М1,MSL2205000839,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675600,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675600,2022-05-26T00:00:00Z,1774882956909740036
76239-19,СОКОЛ-М1,MSL2205000849,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/158675601,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-158675601,2022-05-26T00:00:00Z,1774882956909740037
76239-19,СОКОЛ-М1,MSL2007000424,2024-05-25T00:00:00Z,С-ВАМ/26-05-2022/160066921,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-160066921,2022-05-26T00:00:00Z,1774883054367539203
76239-19,СОКОЛ-М1,MSL2205000866,2024-05-22T00:00:00Z,С-ВАМ/23-05-2022/157623388,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-157623388,2022-05-23T00:00:00Z,1774882855899365381
76239-19,СОКОЛ-М1,MSL2205000879,2024-05-22T00:00:00Z,С-ВАМ/23-05-2022/157623389,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-157623389,2022-05-23T00:00:00Z,1774882855900413953
76239-19,СОКОЛ-М1,MSL2205000837,2024-05-22T00:00:00Z,С-ВАМ/23-05-2022/157623390,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-157623390,2022-05-23T00:00:00Z,1774882855900413955
76239-19,СОКОЛ-М1,MSL2205000844,2024-05-22T00:00:00Z,С-ВАМ/23-05-2022/157623391,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-157623391,2022-05-23T00:00:00Z,1774882855900413956
76239-19,СОКОЛ-М1,MSL2205000845,2024-05-22T00:00:00Z,С-ВАМ/23-05-2022/157623392,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-157623392,2022-05-23T00:00:00Z,1774882855901462528
76239-19,СОКОЛ-М1,MSL2205000875,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289875,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289875,2022-05-17T00:00:00Z,1774882712170004487
76239-19,СОКОЛ-М1,MSL2205000861,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289876,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289876,2022-05-17T00:00:00Z,1774882712171053059
76239-19,СОКОЛ-М1,MSL2205000878,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289877,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289877,2022-05-17T00:00:00Z,1774882712173150208
76239-19,СОКОЛ-М1,MSL2204000835,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289878,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289878,2022-05-17T00:00:00Z,1774882712174198785
76239-19,СОКОЛ-М1,MSL2204000838,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289879,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289879,2022-05-17T00:00:00Z,1774882712174198788
76239-19,СОКОЛ-М1,MSL2204000829,2024-05-16T00:00:00Z,С-ВАМ/17-05-2022/156289880,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-156289880,2022-05-17T00:00:00Z,1774882712175247360
76239-19,СОКОЛ-М1,MSL2204000833,2024-05-04T00:00:00Z,С-ВАМ/05-05-2022/153418993,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-153418993,2022-05-05T00:00:00Z,1774881349814976513
76239-19,СОКОЛ-М1,MSL2204000814,2024-05-04T00:00:00Z,С-ВАМ/05-05-2022/153418995,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-153418995,2022-05-05T00:00:00Z,1774881349814976516
76239-19,СОКОЛ-М1,MSL2204000816,2024-05-04T00:00:00Z,С-ВАМ/05-05-2022/153418996,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-153418996,2022-05-05T00:00:00Z,1774881349814976517
76239-19,СОКОЛ-М1,MSL2204000788,2024-05-04T00:00:00Z,С-ВАМ/05-05-2022/153418997,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-153418997,2022-05-05T00:00:00Z,1774881349814976518
76239-19,СОКОЛ-М1,MSL2204000830,2024-05-04T00:00:00Z,С-ВАМ/05-05-2022/153418998,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-153418998,2022-05-05T00:00:00Z,1774964568993300486
76239-19,СОКОЛ-М1,MSL2204000820,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708143,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708143,2022-04-27T00:00:00Z,1774964524917456910
76239-19,СОКОЛ-М1,MSL2204000800,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708144,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708144,2022-04-27T00:00:00Z,1774964524917456911
76239-19,СОКОЛ-М1,MSL2204000819,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708145,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708145,2022-04-27T00:00:00Z,1774964524917456912
76239-19,СОКОЛ-М1,MSL2204000827,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708146,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708146,2022-04-27T00:00:00Z,1774964524917456913
76239-19,СОКОЛ-М1,MSL2204000818,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708147,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708147,2022-04-27T00:00:00Z,1774964524918505472
76239-19,СОКОЛ-М1,MSL2204000799,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708148,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708148,2022-04-27T00:00:00Z,1774964524918505473
76239-19,СОКОЛ-М1,MSL2204000795,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708149,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708149,2022-04-27T00:00:00Z,1774964524918505474
76239-19,СОКОЛ-М1,MSL2204000790,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708150,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708150,2022-04-27T00:00:00Z,1774964524918505475
76239-19,СОКОЛ-М1,MSL2204000831,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708151,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708151,2022-04-27T00:00:00Z,1774964524918505476
76239-19,СОКОЛ-М1,MSL2204000798,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708152,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708152,2022-04-27T00:00:00Z,1774964524918505477
76239-19,СОКОЛ-М1,MSL2204000828,2024-04-26T00:00:00Z,С-ВАМ/27-04-2022/151708153,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-151708153,2022-04-27T00:00:00Z,1774964524918505479
